Best scores heap is stale. 203 consecutive rejects. RESETTING STATES AND SAVING...
Terminated at iteration 61.
Scores:
728.0 -     [-9999999.0, -1660.0, -165.0, 1041.0, -932.0, -2029.0, -1191.0, -1895.0, -232.0, -808.0, 1776.0, -612.0, -1150.0, -1621.0, -182.0, -736.0, -1345.0, -771.0, 718.0, 2035.0]
742.0 -     [-9999999.0, -1652.0, 1883.0, 1072.0, -856.0, -1812.0, -1829.0, -1562.0, -244.0, -808.0, 1776.0, -612.0, -1133.0, -1621.0, -182.0, -736.0, -1345.0, -769.0, -1997.0, 2035.0]
735.0 -     [-9999999.0, -1652.0, 1883.0, 1075.0, -861.0, -1812.0, -1829.0, -1562.0, -244.0, -808.0, 672.0, -612.0, -1133.0, -853.0, -566.0, -566.0, 478.0, -259.0, -1716.0, 2035.0]
785.0 -     [-9999999.0, -1660.0, 1883.0, 1359.0, -861.0, -2029.0, -1829.0, -871.0, -208.0, -904.0, 755.0, -612.0, -1133.0, -1580.0, -566.0, -566.0, 321.0, -579.0, -1900.0, 756.0]
746.0 -     [-9999999.0, -1650.0, 1883.0, 432.0, -1918.0, -1952.0, -7.0, -1402.0, 240.0, -1832.0, 1767.0, -587.0, -1128.0, -1580.0, -566.0, -566.0, 986.0, -771.0, -1897.0, 809.0]
842.0 -     [-9999999.0, -1837.0, 164.0, 1938.0, -893.0, -1981.0, -1829.0, -1895.0, -208.0, -808.0, 752.0, -612.0, -1133.0, -1580.0, -566.0, -566.0, 986.0, -771.0, -1897.0, 1307.0]
790.0 -     [-9999999.0, -1663.0, 1883.0, 1359.0, -861.0, -2029.0, -1829.0, -871.0, -229.0, -904.0, 755.0, -612.0, -1133.0, -1665.0, -568.0, -566.0, 321.0, -771.0, -2004.0, 688.0]
968.0 -     [-9999999.0, -1660.0, 1883.0, 1359.0, -861.0, -2029.0, -1953.0, -871.0, -208.0, -904.0, 755.0, -612.0, -1133.0, -1665.0, -568.0, -566.0, 321.0, -771.0, -1869.0, 756.0]
1224.0 -    [-9999999.0, -1650.0, 1883.0, 432.0, -888.0, -1812.0, -1829.0, -871.0, -229.0, -808.0, 752.0, -585.0, -1133.0, -1580.0, -566.0, -566.0, 326.0, -792.0, 571.0, 809.0]
822.0 -     [-9999999.0, -1660.0, -165.0, 1041.0, -932.0, -1556.0, -1191.0, -1895.0, -232.0, -905.0, 1776.0, -612.0, 381.0, -1621.0, 865.0, -736.0, -1345.0, -606.0, 53.0, 2035.0]
