Best scores heap is stale. 208 consecutive rejects. RESETTING STATES AND SAVING...
Terminated at iteration 66.
Scores:
3264.0 -    [-9999999.0, -2043.0, 1922.0, -2.0, -1771.0, -1856.0, -685.0, -1510.0, -111.0, -132.0, 1591.0, -458.0, -1464.0, 171.0, -495.0, -35.0, -1303.0, 422.0, -1757.0, -57.0]
3287.0 -    [-9999999.0, -1135.0, 1922.0, -2.0, -1611.0, -1554.0, -650.0, -1889.0, -111.0, -173.0, 823.0, -780.0, -1853.0, -365.0, -636.0, -403.0, -1488.0, -301.0, 1568.0, -58.0]
4608.0 -    [-9999999.0, -751.0, 1789.0, 2036.0, -1776.0, -1904.0, -904.0, -1889.0, -111.0, -167.0, 1776.0, -458.0, -1289.0, -556.0, -786.0, -95.0, -1300.0, 422.0, -804.0, -52.0]
3422.0 -    [-9999999.0, -530.0, 1922.0, -2047.0, -1774.0, -1392.0, -904.0, -1889.0, 1134.0, -167.0, -294.0, -568.0, -1462.0, -560.0, -786.0, -74.0, -1300.0, -1463.0, -899.0, -52.0]
3512.0 -    [-9999999.0, -2031.0, 1922.0, -2.0, -1771.0, -1595.0, -904.0, -1889.0, -50.0, -213.0, -1689.0, -841.0, -1464.0, 555.0, -423.0, -95.0, -104.0, 417.0, -804.0, -52.0]
5060.0 -    [-9999999.0, -2031.0, 1341.0, -2.0, -1771.0, -1158.0, -904.0, -1889.0, -194.0, -167.0, 1783.0, -458.0, -1464.0, -556.0, 1262.0, -95.0, -1297.0, 417.0, -1629.0, -52.0]
6919.0 -    [-9999999.0, -530.0, 1922.0, -2047.0, -1774.0, -1841.0, -1736.0, -1889.0, 1230.0, -167.0, -294.0, -450.0, -1465.0, -853.0, -786.0, -279.0, -1300.0, -1463.0, -899.0, -717.0]
4140.0 -    [-9999999.0, -2043.0, 1789.0, -767.0, -1610.0, -1595.0, -644.0, -1889.0, -109.0, -132.0, -1731.0, -841.0, -1464.0, 555.0, -423.0, -95.0, -104.0, 417.0, 803.0, -58.0]
7093.0 -    [-9999999.0, -1024.0, 1922.0, -2.0, -1942.0, -1731.0, -1736.0, -1896.0, 1134.0, -167.0, -294.0, -831.0, -1462.0, 244.0, -495.0, -35.0, -1106.0, 422.0, -804.0, -901.0]
4486.0 -    [-9999999.0, -751.0, 1789.0, 2036.0, -1776.0, -1904.0, -904.0, -1889.0, -111.0, -167.0, 1776.0, -458.0, -1464.0, -556.0, -786.0, -95.0, -1300.0, 422.0, -804.0, -52.0]
